"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000212283.1",162.491991898053,-1.24705211223855,0.341334346574321,-3.65346213984656,0.00025872795285262,0.0439477536405802
"ENSG00000212452.1",5203.30552902318,-1.51078329537687,0.389092865611197,-3.88283473921758,0.000103245741220584,0.0291386110027646
"ENSG00000161011.20",21.0860662116545,-2.25084092814631,0.612271260390967,-3.67621522314967,0.000236719833660662,0.0439477536405802
"ENSG00000198995.3",153.11380075473,1.86566439588452,0.490853095932407,3.80086101390595,0.000144194168736986,0.0343079125759214
"ENSG00000197081.16",33.3898217735743,-2.02606716686118,0.530009640571445,-3.82269870539849,0.000131999030860876,0.0338222132151983
"ENSG00000199085.3",28479.4219259817,1.79486003993257,0.494855869695207,3.62703597117694,0.000286693367017985,0.0454750288350909
"ENSG00000244642.3",31.9804285439955,-4.43144057439158,0.700317605517633,-6.32775834775154,2.48748284676209e-10,2.76193512085484e-07
"ENSG00000265660.1",743.889618142553,1.76312233165685,0.450656518532231,3.9123417928121,9.14054187018329e-05,0.0291386110027646
"ENSG00000207445.1",151.253843423949,-1.482328878736,0.393334335455217,-3.7686231409736,0.0001641505001568,0.0364523544014867
"ENSG00000199122.3",6014.04554186146,1.75480857851037,0.480979371498418,3.64840715110822,0.000263871231705675,0.0439477536405802
"ENSG00000278771.1",11.2167905496411,-4.5306585637491,1.07166251221926,-4.22769156529209,2.36101136869474e-05,0.00983066108640272
"ENSG00000242894.3",62.8431656983617,-1.76357494044192,0.478272271890644,-3.68738696364391,0.00022656868373256,0.0439477536405802
"ENSG00000200949.1",16.6333187696877,4.0448962657942,1.04282122753301,3.87880123553216,0.000104972480346195,0.0291386110027646
"ENSG00000272460.1",12.7094563755014,5.47514280475328,1.33879490835613,4.08960533878641,4.3210779466449e-05,0.0159927896003046
"ENSG00000201143.1",16.8046962018971,5.23387877270248,1.1555010327649,4.52953188642228,5.91145127463407e-06,0.00281300631368658
"ENSG00000265820.1",157.107511030045,1.56969018785457,0.428608795346618,3.66229112630588,0.000249969549447638,0.0439477536405802
"ENSG00000221514.1",259.826809359479,-2.09649646165187,0.41583812640489,-5.04161674586464,4.61615094088981e-07,0.000384409969602599
"ENSG00000283160.1",89.1973620834366,1.92952309202198,0.403174348402616,4.78582801625845,1.70283828520201e-06,0.00113443086560158
"ENSG00000141736.14",2825.24073534901,3.6417319506409,0.41788359164762,8.71470434214079,2.91518446769238e-18,9.71047946188331e-15
"ENSG00000131747.15",41.9270439360237,3.59037206666475,0.535899218389612,6.69971506480993,2.08826321183397e-11,3.47800237930948e-08
"ENSG00000274713.1",32.2878882701542,2.68049685957425,0.568803713864223,4.71251645205345,2.44676319785216e-06,0.00135836136867426
